source,target,edge
Verkkokalvon verenvuoto,Verkkokalvon hermosyykerroksen verenvuoto,classifies
Retinal haemorrhage,Retinal dot and blot haemorrhages,classifies
Netzhautblutung,Punktartige Netzhautblutungen,classifies
retinabloeding,retinale dot- en blot-bloedingen,classifies
retinabloeding,retinale dot-bloedingen,classifies
retinabloeding,retinale dot- en blot-bloedingen,classifies
Emorragia retinica,Emorragie retiniche puntiformi,classifies
retinabloeding,retinale dot-bloedingen,classifies
Emorragia retinica,Emorragie retiniche puntiformi,classifies
Netzhautblutung,Punktartige und flaechenartige Netzhautblutungen,classifies
Netzhautblutung,Punktartige Netzhautblutungen,classifies
Netzhautblutung,Punktartige und flaechenartige Netzhautblutungen,classifies
Emorragia retinica,Emorragie retiniche puntiformi e a macchia,classifies
Emorragia retinica,Emorragie retiniche puntiformi e a macchia,classifies
Retinal haemorrhage,Retinal dot and blot hemorrhages,classifies
Verkkokalvon verenvuoto,Verkkokalvon dot-blot verenvuodot,classifies
Verkkokalvon verenvuoto,Verkkokalvon dot-blot verenvuodot,classifies
Retinal hemorrhage,Other retinal disorders,classified as
retinabloeding,punt- en vlekvormige bloedingen,classifies
Retinal haemorrhage,Dot and blot hemorrhages,classifies
Netzhautblutung,punktartige und flaechenartige Blutungen,classifies
Hemorragia retiniana,Hemorragias puntiformes y en manchas,classifies
Netzhautblutung,Flaechenartige Netzhautblutungen,classifies
Retinal haemorrhage,Retinal blot hemorrhages,classifies
Emorragia retinica,Emorragie retiniche a macchia,classifies
retinabloeding,punt- en vlekvormige bloedingen,classifies
Emorragia retinica,Emorragie retiniche a macchia,classifies
retinabloeding,retinale blot-bloedingen,classifies
Emorragia retinica,Microemorragie retiniche diabetiche,classifies
retinabloeding,retinale blot-bloedingen,classifies
Retinal haemorrhage,Dot and blot haemorrhages,classifies
Emorragia retinica,Microemorragie retiniche diabetiche,classifies
Hemorragia retiniana,Hemorragias puntiformes e em manchas,classifies
Netzhautblutung,Flaechenartige Netzhautblutungen,classifies
Retinal haemorrhage,Retinal blot haemorrhages,classifies
Hemorragia retiniana,Hemorragias puntiformes y en manchas,classifies
Netzhautblutung,punktartige und flaechenartige Blutungen,classifies
Hemorragia retiniana,Hemorragias puntiformes e em manchas,classifies
Verkkokalvon verenvuoto,Verkkokalvon tahramaiset verenvuodot,classifies
Retinal haemorrhage,Subhyaloid haemorrhage,classifies
Verkkokalvon verenvuoto,Dot-blot verenvuodot,classifies
Verkkokalvon verenvuoto,Dot-blot verenvuodot,classifies
Verkkokalvon verenvuoto,Verkkokalvon tahramaiset verenvuodot,classifies
Emorragia retinica,Emorragia subialoidea,classifies
Netzhautblutung,Netzhaut-Glaskoerperblutung,classifies
Hemorragia retiniana,Hemorragia subhialoidea,classifies
Hemorragia retiniana,Hemorragia sub-hialoide,classifies
Hemorragia retiniana,Hemorragia subhialoidea,classifies
Hemorragia retiniana,Hemorragia sub-hialoide,classifies
Emorragia retinica,Emorragia subialoidea,classifies
Netzhautblutung,Subhyaloidblutung,classifies
Retinal haemorrhage,Subhyaloid hemorrhage,classifies
Verkkokalvon verenvuoto,Subhyaloidinen verenvuoto,classifies
Retinal haemorrhage,Subretinal hemorrhage,classifies
Hemorragia retiniana,Hemorragia subretiniana,classifies
Hemorragia retiniana,Hemorragia sub-retiniana,classifies
retinabloeding,subretinale bloeding,classifies
Hemorragia retiniana,Hemorragia sub-retiniana,classifies
Verkkokalvon verenvuoto,Subhyaloidinen verenvuoto,classifies
Verkkokalvon verenvuoto,Verkkokalvonalainen verenvuoto,classifies
Retinal haemorrhage,Subretinal haemorrhage,classifies
Hemorragia retiniana,Hemorragia subretiniana,classifies
Emorragia retinica,Emorragia sottoretinica,classifies
Emorragia retinica,Emorragia sottoretinica,classifies
Netzhautblutung,Subretinale Haemorrhagie,classifies
Netzhautblutung,Subretinale Blutung,classifies
Hemorragia retiniana,Hemorragia subretiniana,classifies
Verkkokalvon verenvuoto,Verkkokalvonalainen verenvuoto,classifies
retinabloeding,subretinale bloeding,classifies
Hemorragia retiniana,Hemorragia subretiniana,classifies
Retinal hemorrhage,Retinal structure,has finding site
Sanguinamento retinico,Emorragia retinica,classified as
Emorragia retinica,Emorragia retinica,classified as
Emorragia retinica,Emorragia retinica,classified as
Emorragia retinica,Emorragia retinica,classified as
Emorragia retinica,Emorragia retinica,classified as
Retinal haemorrhage,Retinal haemorrhage,classified as
Retinal bleeding,Retinal haemorrhage,classified as
Hemorrhage retinal,Retinal haemorrhage,classified as
Retinal hemorrhage,Retinal haemorrhage,classified as
Haemorrhage retinal,Retinal haemorrhage,classified as
Haemorrhage;retinal,Haemorrhage;retinal,replaced by
Retinal haemorrhage,Retinal hemorrhage,classifies
Retinal haemorrhage,Haemorrhage retinal,classifies
Retinal haemorrhage,Hemorrhage retinal,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Emorragia retinica,Emorragia retinica,classifies
retinabloeding,retinabloeding,classifies
Netzhautblutung,Blutung der Retina,classifies
Netzhautblutung,Blutung der Retina,classifies
Emorragia retinica,Emorragia retinica,classifies
Retinal haemorrhage,Retinal haemorrhage,classifies
Retinal haemorrhage,Retinal bleeding,classifies
Hemorragia retiniana,Sangrado en la retina,classifies
retinabloeding,bloeding retina,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Netzhautblutung,Retinale Blutung,classifies
Netzhautblutung,Netzhautblutung,classifies
Emorragia retinica,Emorragia retinica,classifies
Emorragia retinica,Sanguinamento retinico,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
retinabloeding,retinale bloeding,classifies
Hemorragia retiniana,Hemorragia da retina,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Netzhautblutung,Retinale Blutung,classifies
Hemorragia retiniana,Hemorragia da retina,classifies
Emorragia retinica,Emorragia retinica,classifies
Hemorragia retiniana,Hemorragia da retina,classifies
retinabloeding,hemorragie retinaal,classifies
retinabloeding,retinabloeding,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Hemorragia retiniana,Hemorragia retiniana,classified as
Hemorragia retiniana,Hemorragia retiniana,classified as
Hemorragia retiniana,Hemorragia retiniana,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Hemorragia retiniana,Hemorragia retiniana,classifies
Sangramento retiniano,Hemorragia retiniana,classified as
Hemorragia retiniana,Hemorragia retiniana,classifies
Hemorragia retiniana,Hemorragia retiniana,classified as
Hemorragia retiniana,Hemorragia retiniana,classified as
Hemorragia retiniana,Sangramento retiniano,classifies
Retinal flame hemorrhage,Retinal structure,has finding site
Emorragia a forma di fiamma,Emorragia retinica,classified as
Emorragia a fiamma,Emorragia retinica,classified as
Retinal nerve fibre layer haemorrhage,Retinal haemorrhage,classified as
Retinal nerve fiber layer hemorrhage,Retinal haemorrhage,classified as
Flame-shaped hemorrhage,Retinal haemorrhage,classified as
Flame-shaped haemorrhage,Retinal haemorrhage,classified as
Corneal opacity,Subepithelial opacities,classifies
Sarveiskalvosamentuma,Subepiteliaaliset samentumat,classifies
Hornhinnegrumling,Subepitelial grumling,classifies
Kornealopazitaet,Hornhautkatarakt,classifies
Corneal opacity,Corneal cataract,classifies
Opacidad corneal,Catarata corneana,classifies
cornea-opaciteit,corneacataract,classifies
Hornhinnegrumling,Hornhinnekatarakt,classifies
Hornhinnegrumling,Grumling av hornhinneepitel,classifies
Corneal opacity,Corneal epithelium opacity,classifies
Opacidad corneal,Opacidad del epitelio corneal,classifies
cornea-opaciteit,cornea-epitheel opaciteit,classifies
Kornealopazitaet,Truebung des Hornhautepithels,classifies
Corneal opacity,Corneal structure,has finding site
Corneal subepithelial haze,Corneal structure,has finding site
"Corneal opacity, unspecified",Corneal opacity,classified as
Corneal clouding,Corneal opacity,classified as
Corneal haze,Corneal opacity,classified as
Corneal opacity,Corneal opacity,classified as
Opacity corneal,Corneal opacity,classified as
Corneal opacity,Corneal clouding,classifies
Corneal opacity,Corneal opacity,classifies
Corneal opacity,"Corneal opacity, unspecified",classifies
Opacidad corneal,Opacidad corneal,classifies
cornea-opaciteit,corneatroebeling,classifies
cornea-opaciteit,"cornea-opaciteit, niet-gespecificeerd",classifies
Hornhinnegrumling,Grumling av hornhinna,classifies
Kornealopazitaet,Hornhauttruebung,classifies
Opacidad corneal,Opacidad corneal,classifies
Kornealopazitaet,Kornealopazitaet,classifies
Corneal opacity,Corneal haze,classifies
Kornealopazitaet,"Truebung, Hornhaut",classifies
Opacidad corneal,Neblina corneal,classifies
cornea-opaciteit,corneatroebeling,classifies
Hornhinnegrumling,Hornhinnegrumling,classifies
Hornhinnegrumling,Hornhinnedimma,classifies
Hornhinnegrumling,Hornhinnegrumling,classified as
Opacidad corneal,Turbidez corneal,classifies
Corneal opacity,Opacity corneal,classifies
Sarveiskalvosamentuma,Sarveiskalvosamentuma,classifies
Unspecified corneal opacity,Corneal opacity,was a
"Hornhinnegrumling, ospecificerad",Hornhinnegrumling,classified as
Hornhinnegrumling,Hornhinnegrumling,classifies
Sarveiskalvosamentuma,Sarveiskalvosamentuma,classified as
Hornhinnegrumling,Hornhinnegrumling,classified as
Kornealopazitaet,"Hornhauttruebung, nicht spezifiziert",classifies
cornea-opaciteit,opaciteit cornea,classifies
cornea-opaciteit,cornea-opaciteit,classifies
Hornhinnegrumling,"Hornhinnegrumling, ospecificerad",classifies
Opacidad corneal,Opacidad corneal no especificada,classifies
Kornealopazitaet,Hornhautverschleierung,classifies
Grumling av hornhinna,Hornhinnegrumling,classified as
Hornhinnedimma,Hornhinnegrumling,classified as
Opacidad corneal,Opacidad corneal,classified as
Opacidad corneal,Opacidad corneal,classified as
Opacidad corneal no especificada,Opacidad corneal,classified as
Neblina corneal,Opacidad corneal,classified as
Turbidez corneal,Opacidad corneal,classified as
cornea-opaciteit,cornea-opaciteit,classified as
corneatroebeling,cornea-opaciteit,classified as
"Hornhauttruebung, nicht spezifiziert",Kornealopazitaet,classified as
corneatroebeling,cornea-opaciteit,classified as
opaciteit cornea,cornea-opaciteit,classified as
Kornealopazitaet,Kornealopazitaet,classified as
"cornea-opaciteit, niet-gespecificeerd",cornea-opaciteit,classified as
"Truebung, Hornhaut",Kornealopazitaet,classified as
Hornhauttruebung,Kornealopazitaet,classified as
Hornhautverschleierung,Kornealopazitaet,classified as
Kornealopazitaet,Hornhautstroma-Opazitaet,classifies
Corneal opacity,Corneal stromal opacity,classifies
Hornhinnegrumling,Stromal hornhinnegrumling,classifies
Opacidad corneal,Opacidad del estroma corneal,classifies
cornea-opaciteit,stromale opaciteit van de cornea,classifies
"Corneal opacity, unspecified",Other eye disorders,classified as
corneal opacity,corneal scar,associated with
Corneal opacity,Central opacity of cornea,classifies
cornea-opaciteit,centrale cornea-opaciteit,classifies
Kornealopazitaet,Truebung der Hornhautmitte,classifies
Hornhinnegrumling,Central grumling av hornhinna,classifies
cornea-opaciteit,cornea-opaciteit en andere cornea-aandoeningen,classifies
Corneal opacity,Corneal opacity and other disorders of cornea,classifies
Kornealopazitaet,Hornhauttruebung und sonstige Erkrankungen der Hornhaut,classifies
Hornhinnegrumling,Hornhinnegrumling och andra hornhinnesjukdomar,classifies
Kornealopazitaet,Hornhautvernarbungen und -truebungen,classifies
Corneal opacity,Corneal scars and opacities,classifies
cornea-opaciteit,cornealittekens en -opaciteiten,classifies
Corneal opacity,Minor opacity of cornea,classifies
Corneal opacity,Peripheral opacity of cornea,classifies
cornea-opaciteit,geringe cornea-opaciteit,classifies
Hornhinnegrumling,Mindre grumling av hornhinna,classifies
Kornealopazitaet,Geringfuegige Truebung der Hornhaut,classifies
cornea-opaciteit,perifere cornea-opaciteit,classifies
Kornealopazitaet,Periphere Truebung der Hornhaut,classifies
Hornhinnegrumling,Perifer grumling av hornhinna,classifies
Left Eye,Orbit,anatomic structure has location
Right Eye,Orbit,anatomic structure has location
Retinalis neovascularisatio,Papilla neovascularisatio,classifies
Retinalis neovascularisatio,Papilla neovascularisatio,classifies
Retinal neovascularisation,Disc neovascularization,classifies
retinale neovascularisatie,discusneovascularisatie,classifies
Neovascolarizzazione retinica,Neovascolarizzazione della papilla ottica,classifies
Retinal neovascularisation,Disc neovascularisation,classifies
Neovascolarizzazione retinica,Neovascolarizzazione del disco ottico,classifies
retinale neovascularisatie,discusneovascularisatie,classifies
Retinalna neovaskularizacija,Neovaskularizacija diska,classifies
Neovaskularisation der Netzhaut,Neovaskularisation der Papille,classifies
Neovaskularisation der Netzhaut,Neovaskularisation der Papille,classifies
Retinalna neovaskularizacija,Neovaskularizacija diska,classifies
Neovascolarizzazione retinica,Neovascolarizzazione retinica,classified as
Retinal neovascularisation,Retinal neovascularisation,classified as
Retinalis neovascularisatio k.m.n.,Retinalis neovascularisatio,classified as
Retinalis neovascularisatio,Retinalis neovascularisatio,classified as
Retinalis neovascularisatio,Retinalis neovascularisatio k.m.n.,classifies
Neovaskularisation der Netzhaut,Neovaskularisation der Netzhaut,classifies
retinale neovascularisatie,retinale neovascularisatie,classifies
Neovaskularisation der Netzhaut,Neovaskularisation der Netzhaut,classified as
Retinal neovascularisation,Retinal neovascularisation,classifies
Neovascolarizzazione retinica,Neovascolarizzazione retinica,classifies
Retinalis neovascularisatio,Retinalis neovascularisatio,classifies
"Retinalna neovaskularizacija, nespecificirana",Retinalna neovaskularizacija,classified as
Retinalna neovaskularizacija,Retinalna neovaskularizacija,classified as
Verkkokalvon uudissuonittuminen,Verkkokalvon uudissuonittuminen,classifies
Retinalna neovaskularizacija,"Retinalna neovaskularizacija, nespecificirana",classifies
Verkkokalvon uudissuonittuminen,Verkkokalvon uudissuonittuminen,classified as
Retinalna neovaskularizacija,Retinalna neovaskularizacija,classifies
retinale neovascularisatie,retinale neovascularisatie,classified as
Retinal neovascularization,Structure of blood vessel of retina,has finding site
Retinal neovascularisation,Fibrotic retinal neovascularisation,classifies
Retinal neovascularisation,Fibrotic retinal neovascularization,classifies
Neovaskularisation der Netzhaut,Fibrotische Neovaskularisierung der Netzhaut,classifies
Verkkokalvon uudissuonittuminen,Verkkokalvon fibroottinen uudissuonittuminen,classifies
Neovascolarizzazione retinica,Neovascolarizzazione fibrotica retinica,classifies
Retinalis neovascularisatio,Fibroticus retina-neovascularisatio,classifies
retinale neovascularisatie,fibrotische neovascularisatie van het netvlies,classifies
retinale neovascularisatie,fibrotische neovascularisatie van het netvlies,classifies
Neovascolarizzazione retinica,Neovascolarizzazione fibrotica retinica,classifies
Neovaskularisation der Netzhaut,Fibrotische Neovaskularisierung der Netzhaut,classifies
Verkkokalvon uudissuonittuminen,Verkkokalvon fibroottinen uudissuonittuminen,classifies
Retinal neovascularisation,Macular neovascularisation,classifies
Neovaskularisation der Netzhaut,Makula-Neovaskularisation,classifies
Retinalis neovascularisatio,Macularis neovascularisatio,classifies
Retinal neovascularisation,Macular neovascularization,classifies
Neovaskularisation der Netzhaut,Makula-Neovaskularisation,classifies
Retinalna neovaskularizacija,Neovaskularizacija makule,classifies
Verkkokalvon uudissuonittuminen,Makulan uudissuonittuminen,classifies
retinale neovascularisatie,neovascularisatie van de macula,classifies
retinale neovascularisatie,neovascularisatie van de macula,classifies
Neovascolarizzazione retinica,Neovascolarizzazione maculare,classifies
Retinalna neovaskularizacija,Makularna neovaskularizacija,classifies
Verkkokalvon uudissuonittuminen,Makulan uudissuonittuminen,classifies
Neovascolarizzazione retinica,Neovascolarizzazione maculare,classifies
Massachusetts,travel/residence in Massachusetts,place traveled from
